videoname,start_minute,length_seconds,title,sub_title,audio
/media/andreas/Seagate Expansion Drive/Videos/Fussballverein Wurgwitz/Pokalspiel Wurgwitz 08.03.2026/DJI Osmo Action5 Pro/DJI_20260308110911_0002_D.MP4,16.6,15,Tor_Sebastian_Enke,,1
